Title,Content,Number of Comments,Number of Likes,Number of Scraps,Comments
"['하', '반수', '중', '인데']","['총장', '님', '을', '볼', '때', '마다', '마음', '이', '흔들린다']",0,10,0,[]
"['쪼율', '보고', '가십셔']",['ㅇ'],1,14,0,"['압도', '적', '감사']"
"['축제', '도', '끝났으니', '올려야겠지', '?']",['ㅅㅎㅅㅎ'],3,26,0,"['킹', '갓', '이', '펙트', ',', '섭외', 'GOAT', ',', '개추', '~']"
"['상효', '축제', '준비', '다', '좋은데']","['아까', '보', '니까', '조유리', '본다고', '카이', '존', '앞', '에', '들어온다고', '이미', '있던', '짐', '다', '치우시던데', '다리', '다친', '학우', '분', '깁스', '도', '말', '없이', '치우시고', '나가실', '때', '도', '그냥', '나가시더라고요', '.', '다', '이해', '하는데', '그래도', '갑자기', '카이', '존', '앞', '으로', '들어오시고', '아무', '이야기', '없이', '다른', '사람', '짐', '을', '함부로', '치우고', '조유리', '씨', '공연', '끝나자마자', '짐', '그대로', '두고', '바로', '나가시는게', '살짝', '아쉬웠습니다', '.', '몰', '론', '상상', '효과', '분', '들', '도', '축제', '준비', '하시느라', '많이', '고생', '하시고', '힘드셔서', '축제', '보고', '싶으신', '마음', '다', '이해', '합니다', '.', '당사자', '분들', '되게', '어이', '없어', '하시던데', '침착하게', '카이', '존', '앞', '에', '있어서', '가져갈', '수', '없는', '짐', '을', '안전', '요원', '분', '께', '말씀', '드려서', '요원', '분', '께서', '가져다', '주셔서', '챙기시는', '모습', '보고', '대단하다고', '생각', '했습니다', '.', '화날', '만한데', '화', '내지', '않고', '침착하게', '넘어가는', '모습', '이', '멋있었습니다', '.', '카이스트', '학우', '분들', '모두', '사이', '좋게', '지냈으면', '좋겠네요', '.']",13,23,0,"['상', '효가', '뭐', '냐', ',', '글', '이해', '가', '안', '돼요', ',', '대충', '상', '효가', '조유리', '보겠다고', '카이', '존', '보다도', '앞', '으로', '가서', '무대', '본건데', '거기', '에', '짐', '이', '있었는데', '아무', '말', '없이', '다른', '곳', '으로', '치웠다', '-', '근데', '거기', '에', '다리', '다친', '애', '짐', '이', '있었다', '그거', '인', '듯', 'ㅇㅇ', ',', '상', '효가', '조유리', '보겠다고', '카이', '존', '펜스', '앞', '으로', 'ㄹ', '어오', '는', '과정', '에서', '그', '앞', '짐', '들', '을', '말', '없이', '치움', '->', '그', '짐', '중', '에', '다리', '다친', '학우', '깁스', '도', '있었음', '->', '공연', '끝나고', '나가면서', '원', '복', '안', '해', '두고', '나감', '->', '짐', '치워진', '사람', '들', '어이', '가', '없으면서도', '임의', '판단', '안', '하고', '안전', '요원', '통해', '서', '짐', '잘', '가져감', ',', '익명', '5', '100', '프로', '확률', '로', '군필', ',', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '임의', '판단', ',', '카이', '존', '앞', '에서', '축제', '볼려고', '가는게', '아니라', '펜스', '무너질까봐', '지지', '하려고', '들어온거', '아닌가', ',', '그렇', '다기', '에는', '조유리', '끝나고', '바로', '나가는거', '같던데', '그리고', '내', '가', '느끼', '기', '에는', '무대', '만', '봄', ',', '검거', ',', '1', '열이었는데', '무대', '보러', '온거', '맞음', ',', '안전', '요원', '100', '명', '이었는데', '지지는', '아니었을거', '임', ',', '근데', '안전', '요원', '도', '상효임', 'ㅋㅋㅋ', '상효내', '에서도', '다', '다른듯', '?,', '상효', '일', '처리', 'ㄹㄱㄴ']"
"['앙', '냥', '냥', '냥']","['말씀', '하신', '영상', '입니다']",20,173,66,"['감사', '...', '압도', '적', '감사', '...,', '무한', '개', '추', ',', '그냥', '개추', ',', '저', '장어', '케해', '요', 'ㅠㅜㅜㅜㅜ', ',https://linksharing.samsungcloud.com/7rw2qUc976zt', ',', '아이폰', '은', '저장', '못', '하나요', '혹시', '..,', '아이폰', '도', '저장', '하고', '싶어요', '....', 'ㅠㅠ', ',', '오', '갤럭신데', '기능', '첨', '알았네', ',', '아이폰', '저', '장법', '사파리', '로', '들어가서', '다운로드', '후', '갤러리', '에', '저장', ',', '추천', '해', ',', '선생님', '감사합니다', '.', '앙', '냥', '냥', ',', '감사합니다', '선생', '!!,', '안야', '아냐아냐', '앙', '8', '나', '양', '거마', '워', ',', '천', '국가', '라', ',', '정말', '감사합니다', '선생님', '..,', '천국', '에', '가기', '위', '한', '업', '을', '모두', '쌓으셨습니다', '..,', '감사합니다', '형님', ',', '앙', '냐', '야야', '냐', '야야', '야', '냐', '야야', '냐', 'ㅑ', '야야', '냐', '야야', '아', '하갈', '차', 'ㅏ', '가라', '하가라', '퍄', '냐', '냐', '야야', '야야', '야야', '야', '애', '푸', 'ㅜ', '수', '슈슈슈슈슈슈슈슈', '수수', 'ㅜ', '냐야어아', '아', 'ㅏㅇㅇ', ',', '내년', '에는', '축제', '꼭', '간다', '…,', '역시', '율', '은', '커', '율', '이야']"
"['조', '유', '리']","['황', '유', '리']",2,30,0,"['여신', '이면', '개추', ',', '실물', '이', '사진', '보다', '귀여우면', '개추']"
"['하이', '키', '하이', '키', '하는데']","['난', '자꾸', '허', '아키', '로', '보임', ';;']",2,19,0,"['ㅇㄱㄹㅇ', ',', 'ㅇㄱㄹㄷ']"
"['엘카', '공연', '맨', '왼쪽', '분']","['잘생기셨던데', '혹시', '여친', '있는지', '알', '수', '있을까요', '?', 'ㅠㅠ']",5,12,0,"['2', '명', '있다네요', '~,', '남친', '도', '있다던데', '?,', 'ㅠㅠㅠ', '오빠', '멋져요', ',', '너무', '잘생기셔서', '저', '도', '귱금', '하네요', '~,', '엘카', '공연', '맨', '왼쪽', '분', '어서', '오고']"
"['사회자', '섭외', '잘', '했다']","['몇', '년', '간', '본', '카이', '행사', '사회자', '중', '최고', '인', '듯']",6,56,0,"['인정', '합니다', ',', '시간', '잘', '끌기', '만렙', 'ㅋㅋㅋ', ',', '저번', '처럼', '이상한', '공개', '고백', '안', '시켜서', '좋았다', ',', 'ㄹㅇ', '전', '국민', '적', '으로', '아는', '1', '티어', '급', '까지는', '아니어도', '적절하게', '무대', '준비', '시간', '동안', '안', '심심하게', '말', '잘하', '심', ',', 'ㄹㅇ', '어디서', '구', '했는지', '몰라도', '진짜', '잘', '하던데', ',@mc_chang_', '<<', '이분', '이', '시', '다', '시간', '내서', '짧게', '감사', '인사', '라도', '드리자']"
"['카지노', '고', '조유리', '고', '자시', '고']","['므시', '볼', '에붕이들', '은', '개추', 'ㅋㅋ']",0,10,0,[]
"['무슨', '대단한', '피해', '를', '봤다고', '심술', '일까']","['전', '킥', '에', '받히', '기', '라도', '했나', '카지노', '에서', '패가망신', '을', '했나', '일단', '남', '한테', '개', '지랄', '하고', '보는', '병신', '같은', '쿨', '찐', '문화']",4,14,0,"['""', '인터넷', '""', '""', '익명', '"",', '전', '킥', '은', '좀', '위험하지', '...,', '요즘', '쿨', '찐이', '유행', '이라더라', ',', '요새', '대한민국', 'sns', '트렌드', '임']"
"['런치', '든', '수', '문', '연', '이든', '같잖은', '정의감', '으로', '신고', '하는', '애', '들', '특']","['불법', '으로', '야동', '봄', 'ㅋㅋ']",52,27,1,"['ㄹㅇㅋㅋ', ',', '깨', '시민', '들', '이', '왜', '이렇게', '많은지', ',', '인신공격', '의', '오류', ',', '논리', '에', '일', '관성', '이', '없다는건데', ',', '자신', '이', '불법', '을', '저지른다고', '해서', '다른', '불법', '행위', '에', '침묵', '해야', '하는', '것', '은', '아니다', ',', '논리', '는', '발화', '자', '의', '실천', '여부', '에', '무관', '함', ',', '내', '로남불', '옹호', '하는', '사람', '은', '또', '처음', '보네', ',', '범죄자', '의', '말', '을', '왜', '존중', '하는거지', '?,', '본인', '의', '불법행위', '는', '쉬쉬', '하면서', '넘어가려하지만', '남', '들', '의', '일', '탈', '은', '이', '악물고', '잡는게', '꼴', '보기', '싫은건데', '.', '괜히', '너', '나', '잘', '하세', '요', '라는', '소리', '가', '있는게', '아님', ',', '내', '로남불', '은', '논리', '적', '으로', '오류', '가', '아니니까', ',', '내', '로남불', '은', '인성', '문제', '지', '논리', '문제', '가', '아님', ',', '이런', '속', '으로', '매우', '꼽', '지만', '논리', '적', '으로', '맞는말인걸', '?', '반박', '할수가', '없다', ',', '그', '인성', '문제', '를', '뭐라하는거란', '생각', '은', '못', '함', '?,', '간디', '가', '비폭력', '을', '주장', '하든', '살인', '범', '이', '비폭력', '을', '주장', '하든', '명제', '자체', '의', '타당성', '은', '발화', '자', '의', '행실', '을', '배제', '하고', '검토', '되어야', '함', ',', '그치만', '세상', '은', '논리', '로', '돌아가는게', '아', '녜', '요', '~,', '피장파장', '..', '을', '말', '하고', '싶은거지', '?,', '따라서', '불법', '으로', '야동', '을', '보든', '안', '보든', '정의감', '으로', '신고', '하는', '행위', '는', ""'"", '둘다', '그르거', '나', ""'"", ""'"", '둘다', '맞거나', ""'"", '여야', '함', '주장', '하려는', '명제', '와', '자신', '이', '불', '일치', '한', '다', '고', '해서', '어떤', '주장', '을', '행사', '할', '권리', '가', '없어지는', '게', '아님', ',', '아', '피장파장', '임', '오타', ',', '야동', '...', '막아야겠지', '?,', '본인', '이', '하고', '있는', '불법행위', '를', '쉬쉬', '하는', '건', '사실', '자연스러운', '현상', '이라고', '생각', '함', '.', '야동', '보는', '사람', '을', '욕', '하지', '않는', '거', '랑', '똑같다고', '봄', ',', '그렇다고', '해서', '그걸', '풀어줘야', '하는', '건', '아님', '.', '개인', '이', '아니라', '공동체', '의', '후생', '을', '높여야하니까', ',', '불법', '으로', '야동', '본다는거', '자체', '가', '어느', '정도', '의', '위법', '은', '눈감아주는거에', '동의', '하는거', '아닌가', '?', '대칭', '원리', '에', '어긋나는거', '아님', '?,', '자신', '이', '얽힌', '일과', '얽히지', '않은', '일', '에', '대해', '태도', '가', '달라지는', '건', '어쩔', '수', '없음', '.,', '야동', '보는', '게', '옳다는', '게', '아니잖아', ',', '그', '예', '로', '자신', '은', '야동', '보면서', 'TV', '에', '나오는', '범죄자', '들', '보면서', '욕', '하는', '사람', '들', '있잖음', '.,', '그래서', '나', '는', '불법', '으로', '야동', '보는', '거', '랑', '지금', '수', '문', '연', '카지노', '를', '신고', '하는', '건', '엮이', '면', '안', '된다고', '생각', '함', '.,', '글', '안', '봄', '?', '어딜', '봐서', '잘', '못', '했다는', '이야기', '가', '있는지', '모르겠네', 'ㅋㅋ', '도덕', '적', '으로', '글러먹', '은', '행위', '를', '욕', '하는건데', '무슨', '사람', '들', '이', '규칙', '만', '지키면서', '살', '면', '되는', '컴퓨터', '도', '아니고', ',', '불법', '도박장', '을', '신고', '하는', '게', '도덕', '적', '으로', '글러먹', '은', '행위', '라는', '거', '에', '동의', '할', '수', '없음', '.,', '논리', '좋아하시면', '집합론', '적', '언어', '로', '도덕성', '을', '정의', '해', '보세요', ',', '내', '로남불', '은', '인성', '문제', '라고', '하셨으면서', '이', '젠', '또', '도덕', '적', '으로', '글러먹', '은', '행위', '는', '아니라고', '하시네요', '~', '어이쿠', '.', '이', '것', '만', '봐도', '더', '이야기', '할', '가치', '는', '없어', '보이네요', '.,', '내', '로남불', '은', '야동', '보기', '-', '카지노', '신고', '하기고', '지금', '내', '가', '말', '하는', '도덕', '은', '카지노', '신고', '하기', '자체', '인데', '?,', '그리고', '난', '카지노', '신고', '안', '함', '내', '입장', '에서', '부스', '많으면', '좋음', '.', '근데', '그게', '내', '개인', '의', '이득', '을', '넘어가서', '정당화', '되면', '안', '된다고', '생각', '함', ',', '익', '7', '은', '은밀', '한', '재정', '의의', '오류', '를', '범', '하고', '있음', '.', '내', '로남불', '이', '인성', '문제', '인가', '와', '불법', '행위', '를', '신고', '하는', '것', '이', '인성', '문제', '인가', '는', '다른', '문제', '임', '.,', '다른', '주제', '임', ',', '논점', '이탈', '의', '오류', '도', '있는', '듯', '.,', '그리고', '익', '4', '의', ""'"", '내', '로남불', '은', '논리', '에', '일', '관성', '이', '없다', ""'"", '는', '말', '은', '받아들여질', '수', '없음', '.', '이', '역시', '발화', '자', '의', '행실', '과', '주장', '의', '타당성', '은', '결부', '되어서는', '안', '되기', '때문', '임', '.,', '네넹', '다르죠', '달라', ',', '익', '3', '은', '이글', '의', '요지', '를', '파악', '을', '못', '한거', '같은데', '애초', '애', '그냥', '내', '가', '즐기던걸', '못', '하게', '만든게', '꼬우', '니까', '신고', '한', '사람', '까려고', '쓴건데', '까는', '내용', '엔', '오류', '가', '없지', 'ㅇㅇ', ',', '익', '12', '애초', '에', '제목', '과', '내용', '이', '내', '로남불', '을', '비꼬는', '내용', '이었음', '그래서', '내', '로남불', '이', '오류', '가', '아님을', '말', '해주고', '싶었고', ',', '너', '도', '위', '에서', '말', '했듯이', '내', '로남불', '은', '논리', '적', '오류', '는', '아니지만', '개인', '의', '인격', '을', '욕', '하기에는', '충분한', '이유', '가', '됨', ',', '고로', '그게', '논리', '적', '오류', '가', '아니라고', '말', '하는건', '지금', '상황', '에서', '논점', '이탈', '임', ',', '그렇다면', '우리', '도', '다른', '범죄자', '를', '욕', '할', '자격', '이', '없음', ',', '위법', '인', '야동', '은', '허용', '(', '내', '가', '하니까', '관대', '),', '하지만', '위법', '인', '도박', '은', '불허', ':', '논리', '적', '인가', '?', '다수', '가', '찬성', '하는', '10년', '전통', '카지노', '이', '악물고', '정지', '시킴', ':', '인성', '적', '으로', '문제', '가', '없는가', '?', '익명', '신고', ':', '본인', '이', '한', '행동', '이', '스스로', '옳다고', '믿는가', '?(', '당당한가', '?)', '엄', '...,', '익', '13', '이', '펼친', '논변', '은', '오히려', '카지노', '측', '에서도', '똑같이', '적용', '할', '수', '있음', '.', '불법', '으로', '카지노', '를', '운영', '하는', '행위', '에는', '관대하고', '신고', '자', '를', '욕', '하는', '(', '이건', '심지어', '불법', '행위', '도', '아님', ')', '것', '또한', '이중', '잣', '대', '임', '.,', '대중', '들', '이', '범죄자', '욕', '한', '건', '다른', '이야기', '지', '.', '법', '이', '정의', '로운', '건', '아니잖아', '.', '사회', '적', '으로', '봤을', '때', '그것', '이', '해당', '사회', '에', '받아질', '만', '한', '가에', '대한', '논지인거지', '.', '법', '은', '애초', '에', '판결', '의', '근거', '를', '위해', '억지로', '만든건데', '...,', '익', '6', '아까도', '말', '했듯이', '자기', '자신', '과', '얽힌', '일', '에는', '공명정대', '하게', '행동', '하지', '않는', '것', '이', '자연스럽고', '어쩔', '수', '없음', '.', '카지노', '를', '쉬쉬', '하는', '것', '도', '우리', '학교', '부스', '니까', '관대해지는', '걸', '로', '받아들일', '수', '있음', ',', '당연하지', '...', '그런데', '나', '처럼', '카지노', '에', '찬성', '하는', '사람', '들', '이', '넘쳐나는', '곳', '에서', '법', '들먹이면서', '신고', '하는건', '욕먹을', '각오', '해야지', '...', '그리고', '나', '는', '스스로', '가', '그게', '정의롭다', '고', '생각', '하면서', '익명', '으로', '신고', '한', '것', '도', '말', '이', '안된다고', '봄', '.', '이건', '그냥', '자기', '신조', '가', '어떻고', '말고를', '떠나서', '그냥', '자기', '이익', '을', '위해', '남', '에게', '피', '해준거', '밖에', '안됨', '...,', '익', '12', '가', '딱', '짚은것', '같은디', ',', '나', '는', '전반', '적', '으로', '익', '3', '의견', '에', '동의', '하는데', ',', '글', '제목', '과', '내용', '에서', '""', '신고', '자체', '가', '잘', '못', '되었다', '""', '는', '느낌', '을', '받았어', '.', '별개', '로', '익', '12', '말', '처럼', '개인', '의', '인격', '을', '비판', '하는', '것', '으로', '해석', '한다고', '해도', ',', '""', '야동', '을', '보는', '것', '""', '과', '""', '도박', '신고', '""', '에는', '하등', '관계', '가', '없고', ',', '근거', '없는', '불', '특정', '다수', '에', '대한', '조롱', '이라는', '비판', '에서', '벗어날', '수가', '없지', '않을까', '.,', '별개', '로', ',', '익명', '신고', '가', '그', '정당성', '을', '부정', '한다는', '건', '도저히', '동의', '할', '수', '없음', '.', '앞', '으로', '길면', '십', '년', '은', '학교', '에서', '지낼', '텐데', ',', '어떻게', '자기', '이름', '을', '내', '걸', '고', '신고', '를', '할', '수가', '있을까', '.', '그럼', '세상', '의', '모든', '제보', ',', '신고', '는', '자기', '이름', '을', '걸고', '해야만', '성립', '할', '수', '있는', '거야', '?', '그리고', '도박', '과', '야동', '에', '대한', '가치판단', '은', '독립', '적', '으로', '이루어지는', '거고', ',', '나름', '의', '근거', '가', '있다면', '개중', '하나', '는', '실제', '로', '긍정', '하고', '하나', '는', '부정', '할', '수도', '있다고', '생각', '함', '.', '마지막', '으로', '""', '다수', '가', '찬성', '하는', '10년', '전통', '카지노', '""', '라는', '어구', '는', '뜻', '도', '근거', '도', '불', '명확하고', ',', '사실', '이라', '하더라도', '근거', '가', '듀', 'ㅣㄹ', '수', '없음', '.,', '대체', '갖잖', '은', '은', '뭐', '냐', 'ㅋㅋㅋㅋㅋ', ',', '아동', '마려워', ',', '부정', '은', '안', '하네', 'ㅋㅋㅋㅋ', '죄질', '로', '따지면', '불법', '야동', '이', '훨씬', '나쁜데', '그런', '애', '들', '이', '자긴', '퍽', '이나', '정의', '롭고', '이', '성적', '인', '줄', '알', '지']"
"['자연선택', 'ON']","['부디', '혼자', '갈길', '가시', '기를', '그렇게', '조심해라', '헬멧', '써라', '해도', '받는거면', '다윈', '이', '연', '전', '연승', '하는거다']",18,11,0,"['맞말이긴', '한데', '너무', '악담', '까지', '할', '필요', '는', '없을듯', '..', '치아', '손상', '갈', '정도', '로', '꽤', '나', '다친', '모양', '인데', ',', '많이', '다치면', '킥', '보드', '타고', '지', '멋대로', '돌아다니던거', '다', '이해', '해줘', '야함', '?,', '킥', '보드', '타고', '지', '멋대로', '돌아다니는게', '뭔', '데', '?,', '병신', ',', '이', '부러졌음', '?,', '너', '원하는대로', '혼자', '다쳤는데', '뭘', '그리', '화남', '?,', '원하는대로', '되', '기', '엔', '아직', '부족함', 'ㅋㅋ', ',', '혼자', '안전모', '안', '쓴', '걸', '로', '오해', '하고', '악담', '한', '거', '같은데', '사과', '는', '혹시', '없어', '?', '당사자', '도', '아니고', '지인', '도', '아닌데', '원래', '이렇게', '자기', '멋대로', '추측', '해서', '마녀사냥', '하는', '걸', '보기', '싫어하거든', '.', '본인', '잘못', '인정', '하고', '사과', '하는', '모습', '보여주는', '카이스트', '학우', '가', '되길', '바라서', '댓글', '달', '아', '~,', 'ㄹㅇㅋㅋ', ',', 'ㄹㅇㅋㅋ', ',', '이런', '식', '으로', '말', '하는', '놈', '들', '이', '더하면', '더했지', 'ㅋㅋ', '역시', '나', '증명', '해주네', ',', '안전모', '썼는지', '안', '썼는지는', '사륜', '안', '으로', '봤노', '우리', '게이', '는', 'ㅋㅋ', ',', '사륜', '안', '추억', '이다', ',', '이', '사람', '이', '그', '사이코', '패슨', '가', '뭔가', '하는', '그거', '냐', '?,', '글', '지워야겠지', '?,', '아', '내', '가', '보냈다', ',', '심술', '은', 'ㅋㅋㅋ', ',', '존나', '한심하다']"
"['전', '몇', '주', '전', '에', '킥', '보드', '사고', '난', '다른', '사람', '입니다']","['안녕하세요', ',', '카이스트', '학우', '분들', '.', '어제', '전', '킥', '사고', '나신', '분', '이', '글', '을', '올려서', '용기내서', '저', '도', '글', '을', '올려', '봅니다', '.', '혹시', '약', '몇', '주', '전', '전체', '메일', '로', '간', '킥', '보드', '관련', '메일', '다', '들', '보셨나요', '?', '전', '그', '킥', '보드', '사고', '로', '뇌출혈', '이', '생긴', '학생', '본인', '입니다', '.', '전', '교내', '에서', '킥', '보드', '를', '타다', '넘어져', '뇌출혈', '로', '응급', '수술', '을', '받았습니다', '.', '평소', '에', '매번', '다니던', '길', '에서', '왜', '넘어졌는지는', '저', '도', '모릅니다', '.', '그날', '의', '기억', '이', '없기', '때문', '입니다', '.', '제', '가', '킥', '보드', '운전', '을', '잘못', '한', '건지', ',', '킥', '보드', '자체', '에', '문제', '가', '있었던', '거인', '지는', '전혀', '알', '수', '없지만', ',', '결과', '는', '달라지지', '않습니다', '.', '전', '사고', '를', '당했고', '뇌출혈', '과', '두개골', '골절', '로', '사고', '를', '당했다는', '거', '죠', '.', '만약', '안전', '수', '칙', '을', '지켜서', '헬멧', '만', '썼더라면', '그런', '일', '은', '없었을', '겁니다', '.', '다른', '글', '에서도', '글', '쓴이', '분', '께서', '헬멧', '을', '썼기에', '치아', '손상', '으로', '끝났다고', '말씀', '하셨네요', '.', '저', '도', '헬멧', '을', '썼으면', '뇌출혈', '이', '일어날', '일', '은', '없었겠죠', '.', '제', '가', '이', '글', '을', '통해', '말씀드리고', '싶은', '건', '하나', '입니다', '.', '제발', ',', '안전', '수', '칙', '을', '지켜주세요', '.', '이건', '킥', '보드', '뿐', '만', '아니라', '다른', '교통', '수단', '에', '대해', '서도', '하는', '말', '입니다', '.', '카이스트', '내', '에는', '무면허', '킥', '보드', '이용자', ',', '무면허', '및', '무', '등록', '스쿠터', '이용자', '도', '매우', '많습니다', '.', '헬멧', '도', '안', '쓰고', '킥', '보드', '를', '타는', '사람', '은', '말', '해', '뭐', '하나요', ',', '술', '을', '마시고', '2', '명', '또는', '3', '명', '이서', '킥', '보드', '를', '타고', '달리는', '사람', '도', '있는데요', '.', '그걸', '자랑', '스럽게', ',', '장난', '스럽게', '친구', '들', '에게', '얘기', '하는', '분', '들', '도', '제', '주변', '엔', '많았습니다', '.', '제', '가', '당한', '사고', '가', '여러분', '에겐', '일어나지', '않을거라고', '생각', '하실', '겁니다', '.', '저', '도', '그랬으니까', '요', '.', '물론', '이', '글', '을', '보고', '도', '모두', '가', '안전', '수', '칙', '을', '지켜야겠다는', '생각', '을', '안', '할', '것', '이라는', '것', '도', '압니', '다', '.', '그러나', '제', '가', '이', '글', '을', '쓰는', '이유', '는', ',', '적어도', '기본', '수칙', '을', '지키면', '사고', '가', '크게', '나', '지는', '않는다는', '겁니다', '.', '다인', '승차', ',', '헬멧', '미착', '용', ',', '음주운전', '등', '…', '수칙', '을', '지키지', '않는', '행동', '은', '절대', '하지', '마세요', '.', '제', '가', '사고', '를', '당한', '이후', ',', '교내', '킥', '보드', '단속', '이', '증가', '했다는', '에타', '글', '을', '봤습니다', '.', '학생', '들', '은', '단속', '시간', '만', '조심하면', '된다는', '식', '의', '반응', '을', '보였습니다', '.', '저', '는', '그걸', '보면서', '아무', '말', '도', '할', '수', '없었습니다', '.', '아직도', '여러분', '들', '은', '위험성', '을', '잘', '모르고', '있나', '봅니다', '.', '제', '친구', '들', '은', '제', '사고', '이후', '킥', '보드', '대여', '앱', '을', '지우고', ',', '헬멧', '을', '쓰고', '다니며', '안전', '수', '칙', '을', '지키고', '있습니다', '.', '바로', '옆', '에서', '결과', '를', '지켜봤으니', '그렇겠지요', '.', '이', '글', '을', '통해', '여러분', '들', '도', '킥', '보드', '에', '대한', '위험성', '을', '조금', '이나마', '더', '피부', '로', '느끼길', '바라는', '마음', '입니다', '.', '이', '말', '만', '기억', '해주세요', '.', '누군가', '에게', '일어날', '수', '있는', '일', '은', '나', '에게도', '일어날', '수', '있는', '일', '입니다', '.', '두서', '없는', '긴', '글', '읽어주셔서', '감사합니다', '.', '항상', '건강하고', '즐겁게', '학교생활', '하시기', '바랍니다', '.']",9,68,1,"['그냥', '킥', '보드', '를', '타지', '말아주세요', '....', '그', '작은', '바퀴', '에', '안전', '장치', '없이', '다니는거', '보면', '너무', '무서움', ',', '기', '본', '수', '칙', '안', '지키는', '킥', '라니', '들', '다쳤다는', '얘기', '들으면', '꼬시더', '라', 'ㅋㅋ', ',', '이건', '좀', ';,', '대', '깨킥', ',', '쾌차', '하시길', '바랍니다', '별개', '로', '대가리', '깨질', '때', '까지', '킥', '보드', '는', '못', '참죠', ',', '말', '그대로', '대가리', '깨질', '때', '까지', '타겠네', '엌', 'ㅋㅋ', ',', '이', '거', '완전', '담배', '피면서', '넌', '이런거', '하지마라', '...', '꼴', '아님', '?,', '경고', '차원', '에서', '한', '글', '인데', '다', '들', '꽈배기', '네', ',', '그래도', '괜찮으신', '듯', '하니', '다행', '이네', '요']"
"['지갑', '분실']","['5월', '17일', '저녁', '즈음', '에', '지갑', '을', '분실', '하였습니다', '.', '검은색', '커버', '에', '안쪽', '은', '핑크색', '이며', ',', '헤지', '스', '브랜드', '입니다', '.', '동선', '은', '대강', '당', '과', '창의', '관', ',', '도서관', '앞', '잔디밭', '(', '주점', ')', '이며', '대강', '당', '에서', '문화', '기금', '헌금', '을', '내기', '위해', '마지막', '으로', '사용', '했습니다', '.', '습득', '하였다면', '망설이지', '말고', '연락', '부탁드립니다', '.', '정말', '충분히', '사례', '해드리겠습니다', '.', '중요한', '것', '이', '많이', '들어있습니다', '.', '제발', '간절히', '부탁드립니다', '....']",3,27,0,"['노댓', '인기', '글', 'ㄷㄷ', ',', '찾으셨나요', '?,', '수', '소문', '끝', '에', '찾았습니다', '!', '감사합니다', ':)']"
"['연예인', '모르겠고']","['최애', '의', '아이', '6', '화나', '보고', '싶다']",1,13,0,['ㄹㅇ']
"['전', '킥', '당사자', '해명', '개', '어이없네', 'ㄹㅇ']","['저', '의', '부주의', '로', '불편하신', '분', '이', '있다면', '사과', '드린다고', '?', '다친건', '본인', '인데', '사과', '해야', '하는', '미친', '세', '상이', '게', '정상', '이냐', 'ㅋㅋ']",6,30,0,"['메일', '때문', '에', '불편했으면', '사과', '한다는', '거', '아닐까', ',', '굳이', '따지더라도', '메일', '보낸', '송신', '자', '에게', '해야', '할', '말', '아닐까', '다쳤는데', '자기', '땜', '에', '공론', '화', '되어', '버렸다고', '사과', '까지', '하는건', '넘', '참혹하네', 'ㅋㅋㅋ', ',', '뭐', '불편했을수도', '있지', '온라인', '/', '오프라인', '에서', '트래픽', '이', '생', '성', '되었으니', ',', '정신', '병자', '들', '많어', '~,', '일단', '불편한', '사람', '여기', '한', '명', '발견', ',', '너', '도', '불편해하면서', '뭘', '새', '삼', '스레', 'ㅋㅋ']"
['시발'],"['ㅈ', '같은', '것', '좀', '그만', '처', '물어봐라']",3,26,1,"['여기', '들어오면', '감수', '해야', '제', ',', '이제', 'ㅈ', '같은거', '있으면', '이', '글', '링크', '달아줄', '듯', ',', '차라리', '병', '먹', '금', '이', '나음']"
"['킥', '보드', '타', '다가', '다치면', '본인', '이', '다친', '거지']","['다친', '사람', '이', '비도덕적', '인', '사람인', '것', '마냥', '욕', '하려', '달려드냐']",14,17,0,"['그거', '요즘', '트렌드', '라', '그럼', ',', '대한민국', '특', '인데', '뭐', ',', '우리나라', '가', '병신', '이라고', '나도', '굳이', '일부러', '병신', '이', '될', '필요', '는', '없잖아', '...,', '킥', '라니', '들', '민심', '안좋아서', '그냥', '랜덤', '킥', '보드', '사고', '에도', '욕', '하는듯', ',', '다친', '사람', '이', '비도덕적', '이', '여서', '욕', '하는게', '아니라', ',', '안전', '수', '칙', '안', '지키는', '사람', '이', '다쳐서', '꼴', '좋다고', '비웃는거야', ',', 'ㄹㅇ', '평소', '에도', '킥', '보드', '주차', '대충', '하고', '헬멧', '안', '쓰고', '2', '명', '이상', '타', '는걸', '많이', '봤으니까', ',', '방금', '올라온', '글', '보니', '안전', '수', '칙', '은', '지키신', '것', '같긴', '함', ',', '헬멧', '유무', '뇌피셜', '로', '추측', '해놓고', '팩트', '인거', '마냥', 'ㅋㅋ', '너무', '역겹당', ',', '윗', '글', '보고', '도', '그', '마인드', '안고치면', 'ㄹㅇ', '심각', ',', '한국인', '종특', '어떻', '게', '든', '물어', '뜯음', ',', '익', '6', '댓글', '지워야', '겠지', '?,', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '개', '웃기노', ',', '벨트', '안', '맨', '사람', '이', '죽으면', '비웃을', '거', '잖아', ',', '싸이코', '임', '?']"
